"id","season","city","match_type","team1","team2","toss_winner","toss_decision","venue","team1_win_pct","team2_win_pct","venue_avg_score","winner"
734029,"2014","Ranchi","League","Chennai Super Kings","Sunrisers Hyderabad","Sunrisers Hyderabad","field","JSCA International Stadium Complex",58.23,48.35,149,"Sunrisers Hyderabad"
734031,"2014","Mumbai","League","Mumbai Indians","Delhi Capitals","Delhi Capitals","field","Wankhede Stadium",55.17,46.00,170,"Mumbai Indians"
734033,"2014","Chandigarh","League","Punjab Kings","Rajasthan Royals","Rajasthan Royals","field","Punjab Cricket Association IS Bindra Stadium",45.53,51.14,168,"Punjab Kings"
734035,"2014","Bangalore","League","Royal Challengers Bengaluru","Chennai Super Kings","Chennai Super Kings","field","M Chinnaswamy Stadium",48.81,58.23,173,"Chennai Super Kings"
734037,"2014","Kolkata","League","Kolkata Knight Riders","Sunrisers Hyderabad","Kolkata Knight Riders","field","Eden Gardens",52.19,48.35,166,"Kolkata Knight Riders"
734039,"2014","Chandigarh","League","Punjab Kings","Delhi Capitals","Punjab Kings","field","Punjab Cricket Association IS Bindra Stadium",45.53,46.00,168,"Punjab Kings"
734041,"2014","Mumbai","League","Mumbai Indians","Rajasthan Royals","Mumbai Indians","field","Wankhede Stadium",55.17,51.14,170,"Mumbai Indians"
734043,"2014","Kolkata","Qualifier 1","Punjab Kings","Kolkata Knight Riders","Punjab Kings","field","Eden Gardens",45.53,52.19,166,"Kolkata Knight Riders"
734045,"2014","Mumbai","Eliminator","Chennai Super Kings","Mumbai Indians","Chennai Super Kings","field","Brabourne Stadium",58.23,55.17,179,"Chennai Super Kings"
734047,"2014","Mumbai","Qualifier 2","Chennai Super Kings","Punjab Kings","Chennai Super Kings","field","Wankhede Stadium",58.23,45.53,170,"Punjab Kings"
734049,"2014","Bangalore","Final","Kolkata Knight Riders","Punjab Kings","Kolkata Knight Riders","field","M Chinnaswamy Stadium",52.19,45.53,173,"Kolkata Knight Riders"
829705,"2015","Kolkata","League","Kolkata Knight Riders","Mumbai Indians","Kolkata Knight Riders","field","Eden Gardens",52.19,55.17,166,"Kolkata Knight Riders"
829707,"2015","Chennai","League","Chennai Super Kings","Delhi Capitals","Delhi Capitals","field","MA Chidambaram Stadium",58.23,46.00,164,"Chennai Super Kings"
829709,"2015","Pune","League","Punjab Kings","Rajasthan Royals","Punjab Kings","field","Maharashtra Cricket Association Stadium",45.53,51.14,168,"Rajasthan Royals"
829711,"2015","Chennai","League","Chennai Super Kings","Sunrisers Hyderabad","Chennai Super Kings","bat","MA Chidambaram Stadium",58.23,48.35,164,"Chennai Super Kings"
829713,"2015","Kolkata","League","Kolkata Knight Riders","Royal Challengers Bengaluru","Royal Challengers Bengaluru","field","Eden Gardens",52.19,48.81,166,"Royal Challengers Bengaluru"
829715,"2015","Delhi","League","Delhi Capitals","Rajasthan Royals","Rajasthan Royals","field","Feroz Shah Kotla",46.00,51.14,162,"Rajasthan Royals"
829717,"2015","Mumbai","League","Mumbai Indians","Punjab Kings","Mumbai Indians","field","Wankhede Stadium",55.17,45.53,170,"Punjab Kings"
829719,"2015","Bangalore","League","Royal Challengers Bengaluru","Sunrisers Hyderabad","Sunrisers Hyderabad","field","M Chinnaswamy Stadium",48.81,48.35,173,"Sunrisers Hyderabad"
829721,"2015","Ahmedabad","League","Rajasthan Royals","Mumbai Indians","Mumbai Indians","bat","Sardar Patel Stadium, Motera",51.14,55.17,163,"Rajasthan Royals"
829723,"2015","Kolkata","League","Kolkata Knight Riders","Chennai Super Kings","Kolkata Knight Riders","field","Eden Gardens",52.19,58.23,166,"Kolkata Knight Riders"
829725,"2015","Pune","League","Punjab Kings","Delhi Capitals","Punjab Kings","bat","Maharashtra Cricket Association Stadium",45.53,46.00,168,"Delhi Capitals"
829727,"2015","Visakhapatnam","League","Sunrisers Hyderabad","Rajasthan Royals","Rajasthan Royals","field","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",48.35,51.14,167,"Rajasthan Royals"
829729,"2015","Mumbai","League","Mumbai Indians","Chennai Super Kings","Mumbai Indians","bat","Wankhede Stadium",55.17,58.23,170,"Chennai Super Kings"
829731,"2015","Visakhapatnam","League","Sunrisers Hyderabad","Delhi Capitals","Delhi Capitals","bat","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",48.35,46.00,167,"Delhi Capitals"
829733,"2015","Pune","League","Punjab Kings","Kolkata Knight Riders","Kolkata Knight Riders","field","Maharashtra Cricket Association Stadium",45.53,52.19,168,"Kolkata Knight Riders"
829735,"2015","Ahmedabad","League","Rajasthan Royals","Chennai Super Kings","Chennai Super Kings","bat","Sardar Patel Stadium, Motera",51.14,58.23,163,"Rajasthan Royals"
829737,"2015","Bangalore","League","Royal Challengers Bengaluru","Mumbai Indians","Royal Challengers Bengaluru","field","M Chinnaswamy Stadium",48.81,55.17,173,"Mumbai Indians"
829739,"2015","Delhi","League","Delhi Capitals","Kolkata Knight Riders","Kolkata Knight Riders","field","Feroz Shah Kotla",46.00,52.19,162,"Kolkata Knight Riders"
829741,"2015","Ahmedabad","League","Rajasthan Royals","Punjab Kings","Punjab Kings","field","Sardar Patel Stadium, Motera",51.14,45.53,163,"Punjab Kings"
829743,"2015","Visakhapatnam","League","Sunrisers Hyderabad","Kolkata Knight Riders","Kolkata Knight Riders","field","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",48.35,52.19,167,"Sunrisers Hyderabad"
829745,"2015","Bangalore","League","Royal Challengers Bengaluru","Chennai Super Kings","Royal Challengers Bengaluru","field","M Chinnaswamy Stadium",48.81,58.23,173,"Chennai Super Kings"
829747,"2015","Delhi","League","Delhi Capitals","Mumbai Indians","Mumbai Indians","field","Feroz Shah Kotla",46.00,55.17,162,"Delhi Capitals"
829749,"2015","Ahmedabad","League","Rajasthan Royals","Royal Challengers Bengaluru","Royal Challengers Bengaluru","field","Sardar Patel Stadium, Motera",51.14,48.81,163,"Royal Challengers Bengaluru"
829751,"2015","Mumbai","League","Mumbai Indians","Sunrisers Hyderabad","Mumbai Indians","bat","Wankhede Stadium",55.17,48.35,170,"Mumbai Indians"
829753,"2015","Chennai","League","Chennai Super Kings","Punjab Kings","Chennai Super Kings","bat","MA Chidambaram Stadium",58.23,45.53,164,"Chennai Super Kings"
829757,"2015","Delhi","League","Delhi Capitals","Royal Challengers Bengaluru","Royal Challengers Bengaluru","field","Feroz Shah Kotla",46.00,48.81,162,"Royal Challengers Bengaluru"
829759,"2015","Chandigarh","League","Punjab Kings","Sunrisers Hyderabad","Punjab Kings","field","Punjab Cricket Association IS Bindra Stadium",45.53,48.35,168,"Sunrisers Hyderabad"
829761,"2015","Kolkata","League","Kolkata Knight Riders","Delhi Capitals","Kolkata Knight Riders","bat","Eden Gardens",52.19,46.00,166,"Kolkata Knight Riders"
829765,"2015","Chennai","League","Chennai Super Kings","Kolkata Knight Riders","Kolkata Knight Riders","field","MA Chidambaram Stadium",58.23,52.19,164,"Chennai Super Kings"
829767,"2015","Delhi","League","Delhi Capitals","Punjab Kings","Delhi Capitals","field","Feroz Shah Kotla",46.00,45.53,162,"Delhi Capitals"
829769,"2015","Mumbai","League","Mumbai Indians","Rajasthan Royals","Rajasthan Royals","field","Wankhede Stadium",55.17,51.14,170,"Mumbai Indians"
829771,"2015","Bangalore","League","Royal Challengers Bengaluru","Kolkata Knight Riders","Royal Challengers Bengaluru","field","M Chinnaswamy Stadium",48.81,52.19,173,"Royal Challengers Bengaluru"
829773,"2015","Hyderabad","League","Sunrisers Hyderabad","Chennai Super Kings","Chennai Super Kings","field","Rajiv Gandhi International Stadium",48.35,58.23,163,"Sunrisers Hyderabad"
829775,"2015","Chandigarh","League","Punjab Kings","Mumbai Indians","Mumbai Indians","bat","Punjab Cricket Association IS Bindra Stadium",45.53,55.17,168,"Mumbai Indians"
829777,"2015","Mumbai","League","Rajasthan Royals","Delhi Capitals","Delhi Capitals","field","Brabourne Stadium",51.14,46.00,179,"Rajasthan Royals"
829779,"2015","Chennai","League","Chennai Super Kings","Royal Challengers Bengaluru","Chennai Super Kings","bat","MA Chidambaram Stadium",58.23,48.81,164,"Chennai Super Kings"
829781,"2015","Kolkata","League","Kolkata Knight Riders","Sunrisers Hyderabad","Sunrisers Hyderabad","field","Eden Gardens",52.19,48.35,166,"Kolkata Knight Riders"
829783,"2015","Mumbai","League","Mumbai Indians","Delhi Capitals","Delhi Capitals","bat","Wankhede Stadium",55.17,46.00,170,"Mumbai Indians"
829785,"2015","Bangalore","League","Royal Challengers Bengaluru","Punjab Kings","Punjab Kings","field","M Chinnaswamy Stadium",48.81,45.53,173,"Royal Challengers Bengaluru"
829787,"2015","Mumbai","League","Rajasthan Royals","Sunrisers Hyderabad","Rajasthan Royals","field","Brabourne Stadium",51.14,48.35,179,"Sunrisers Hyderabad"
829789,"2015","Chennai","League","Chennai Super Kings","Mumbai Indians","Chennai Super Kings","bat","MA Chidambaram Stadium",58.23,55.17,164,"Mumbai Indians"
829791,"2015","Kolkata","League","Kolkata Knight Riders","Punjab Kings","Punjab Kings","bat","Eden Gardens",52.19,45.53,166,"Kolkata Knight Riders"
829793,"2015","Raipur","League","Delhi Capitals","Sunrisers Hyderabad","Sunrisers Hyderabad","bat","Shaheed Veer Narayan Singh International Stadium",46.00,48.35,146,"Sunrisers Hyderabad"
829795,"2015","Mumbai","League","Mumbai Indians","Royal Challengers Bengaluru","Royal Challengers Bengaluru","bat","Wankhede Stadium",55.17,48.81,170,"Royal Challengers Bengaluru"
829797,"2015","Chennai","League","Chennai Super Kings","Rajasthan Royals","Chennai Super Kings","bat","MA Chidambaram Stadium",58.23,51.14,164,"Chennai Super Kings"
829799,"2015","Hyderabad","League","Sunrisers Hyderabad","Punjab Kings","Sunrisers Hyderabad","bat","Rajiv Gandhi International Stadium",48.35,45.53,163,"Sunrisers Hyderabad"
829801,"2015","Raipur","League","Delhi Capitals","Chennai Super Kings","Chennai Super Kings","bat","Shaheed Veer Narayan Singh International Stadium",46.00,58.23,146,"Delhi Capitals"
829803,"2015","Chandigarh","League","Punjab Kings","Royal Challengers Bengaluru","Royal Challengers Bengaluru","field","Punjab Cricket Association IS Bindra Stadium",45.53,48.81,168,"Punjab Kings"
829805,"2015","Mumbai","League","Mumbai Indians","Kolkata Knight Riders","Kolkata Knight Riders","field","Wankhede Stadium",55.17,52.19,170,"Mumbai Indians"
829807,"2015","Hyderabad","League","Sunrisers Hyderabad","Royal Challengers Bengaluru","Sunrisers Hyderabad","bat","Rajiv Gandhi International Stadium",48.35,48.81,163,"Royal Challengers Bengaluru"
829809,"2015","Chandigarh","League","Punjab Kings","Chennai Super Kings","Punjab Kings","bat","Punjab Cricket Association IS Bindra Stadium",45.53,58.23,168,"Chennai Super Kings"
829811,"2015","Mumbai","League","Rajasthan Royals","Kolkata Knight Riders","Rajasthan Royals","bat","Brabourne Stadium",51.14,52.19,179,"Rajasthan Royals"
829815,"2015","Hyderabad","League","Sunrisers Hyderabad","Mumbai Indians","Sunrisers Hyderabad","bat","Rajiv Gandhi International Stadium",48.35,55.17,163,"Mumbai Indians"
829817,"2015","Mumbai","Qualifier 1","Chennai Super Kings","Mumbai Indians","Mumbai Indians","bat","Wankhede Stadium",58.23,55.17,170,"Mumbai Indians"
829819,"2015","Pune","Eliminator","Royal Challengers Bengaluru","Rajasthan Royals","Royal Challengers Bengaluru","bat","Maharashtra Cricket Association Stadium",48.81,51.14,168,"Royal Challengers Bengaluru"
829821,"2015","Ranchi","Qualifier 2","Chennai Super Kings","Royal Challengers Bengaluru","Chennai Super Kings","field","JSCA International Stadium Complex",58.23,48.81,149,"Chennai Super Kings"
829823,"2015","Kolkata","Final","Mumbai Indians","Chennai Super Kings","Chennai Super Kings","field","Eden Gardens",55.17,58.23,166,"Mumbai Indians"
980901,"2016","Mumbai","League","Mumbai Indians","Rising Pune Supergiants","Mumbai Indians","bat","Wankhede Stadium",55.17,50.00,170,"Rising Pune Supergiants"
980903,"2016","Kolkata","League","Kolkata Knight Riders","Delhi Capitals","Kolkata Knight Riders","field","Eden Gardens",52.19,46.00,166,"Kolkata Knight Riders"
980905,"2016","Chandigarh","League","Punjab Kings","Gujarat Lions","Gujarat Lions","field","Punjab Cricket Association IS Bindra Stadium",45.53,43.33,168,"Gujarat Lions"
980907,"2016","Bangalore","League","Royal Challengers Bengaluru","Sunrisers Hyderabad","Sunrisers Hyderabad","field","M Chinnaswamy Stadium",48.81,48.35,173,"Royal Challengers Bengaluru"
980909,"2016","Kolkata","League","Kolkata Knight Riders","Mumbai Indians","Mumbai Indians","field","Eden Gardens",52.19,55.17,166,"Mumbai Indians"
980911,"2016","Rajkot","League","Gujarat Lions","Rising Pune Supergiants","Rising Pune Supergiants","bat","Saurashtra Cricket Association Stadium",43.33,50.00,169,"Gujarat Lions"
980913,"2016","Delhi","League","Delhi Capitals","Punjab Kings","Delhi Capitals","field","Feroz Shah Kotla",46.00,45.53,162,"Delhi Capitals"
980915,"2016","Hyderabad","League","Sunrisers Hyderabad","Kolkata Knight Riders","Sunrisers Hyderabad","bat","Rajiv Gandhi International Stadium",48.35,52.19,163,"Kolkata Knight Riders"
980917,"2016","Mumbai","League","Mumbai Indians","Gujarat Lions","Gujarat Lions","field","Wankhede Stadium",55.17,43.33,170,"Gujarat Lions"
980919,"2016","Chandigarh","League","Punjab Kings","Rising Pune Supergiants","Rising Pune Supergiants","bat","Punjab Cricket Association IS Bindra Stadium",45.53,50.00,168,"Punjab Kings"
980921,"2016","Bangalore","League","Royal Challengers Bengaluru","Delhi Capitals","Delhi Capitals","field","M Chinnaswamy Stadium",48.81,46.00,173,"Delhi Capitals"
980923,"2016","Hyderabad","League","Sunrisers Hyderabad","Mumbai Indians","Sunrisers Hyderabad","field","Rajiv Gandhi International Stadium",48.35,55.17,163,"Sunrisers Hyderabad"
980925,"2016","Chandigarh","League","Punjab Kings","Kolkata Knight Riders","Kolkata Knight Riders","field","Punjab Cricket Association IS Bindra Stadium",45.53,52.19,168,"Kolkata Knight Riders"
980927,"2016","Mumbai","League","Mumbai Indians","Royal Challengers Bengaluru","Mumbai Indians","field","Wankhede Stadium",55.17,48.81,170,"Mumbai Indians"
980929,"2016","Rajkot","League","Gujarat Lions","Sunrisers Hyderabad","Sunrisers Hyderabad","field","Saurashtra Cricket Association Stadium",43.33,48.35,169,"Sunrisers Hyderabad"
980931,"2016","Pune","League","Rising Pune Supergiants","Royal Challengers Bengaluru","Rising Pune Supergiants","field","Maharashtra Cricket Association Stadium",50.00,48.81,168,"Royal Challengers Bengaluru"
980933,"2016","Delhi","League","Delhi Capitals","Mumbai Indians","Mumbai Indians","field","Feroz Shah Kotla",46.00,55.17,162,"Delhi Capitals"
980935,"2016","Hyderabad","League","Sunrisers Hyderabad","Punjab Kings","Sunrisers Hyderabad","field","Rajiv Gandhi International Stadium",48.35,45.53,163,"Sunrisers Hyderabad"
980937,"2016","Rajkot","League","Gujarat Lions","Royal Challengers Bengaluru","Royal Challengers Bengaluru","bat","Saurashtra Cricket Association Stadium",43.33,48.81,169,"Gujarat Lions"
980939,"2016","Pune","League","Rising Pune Supergiants","Kolkata Knight Riders","Kolkata Knight Riders","field","Maharashtra Cricket Association Stadium",50.00,52.19,168,"Kolkata Knight Riders"
980941,"2016","Chandigarh","League","Punjab Kings","Mumbai Indians","Punjab Kings","field","Punjab Cricket Association IS Bindra Stadium",45.53,55.17,168,"Mumbai Indians"
980943,"2016","Hyderabad","League","Sunrisers Hyderabad","Rising Pune Supergiants","Rising Pune Supergiants","field","Rajiv Gandhi International Stadium",48.35,50.00,163,"Rising Pune Supergiants"
980945,"2016","Delhi","League","Delhi Capitals","Gujarat Lions","Delhi Capitals","field","Feroz Shah Kotla",46.00,43.33,162,"Gujarat Lions"
980947,"2016","Mumbai","League","Mumbai Indians","Kolkata Knight Riders","Mumbai Indians","field","Wankhede Stadium",55.17,52.19,170,"Mumbai Indians"
980949,"2016","Pune","League","Rising Pune Supergiants","Gujarat Lions","Gujarat Lions","field","Maharashtra Cricket Association Stadium",50.00,43.33,168,"Gujarat Lions"
980951,"2016","Delhi","League","Delhi Capitals","Kolkata Knight Riders","Kolkata Knight Riders","field","Feroz Shah Kotla",46.00,52.19,162,"Delhi Capitals"
980953,"2016","Hyderabad","League","Sunrisers Hyderabad","Royal Challengers Bengaluru","Royal Challengers Bengaluru","field","Rajiv Gandhi International Stadium",48.35,48.81,163,"Sunrisers Hyderabad"
980955,"2016","Rajkot","League","Gujarat Lions","Punjab Kings","Gujarat Lions","field","Saurashtra Cricket Association Stadium",43.33,45.53,169,"Punjab Kings"
980957,"2016","Pune","League","Rising Pune Supergiants","Mumbai Indians","Mumbai Indians","field","Maharashtra Cricket Association Stadium",50.00,55.17,168,"Mumbai Indians"
980959,"2016","Bangalore","League","Royal Challengers Bengaluru","Kolkata Knight Riders","Kolkata Knight Riders","field","M Chinnaswamy Stadium",48.81,52.19,173,"Kolkata Knight Riders"
980961,"2016","Rajkot","League","Gujarat Lions","Delhi Capitals","Delhi Capitals","field","Saurashtra Cricket Association Stadium",43.33,46.00,169,"Delhi Capitals"
980963,"2016","Kolkata","League","Kolkata Knight Riders","Punjab Kings","Punjab Kings","field","Eden Gardens",52.19,45.53,166,"Kolkata Knight Riders"
980965,"2016","Delhi","League","Delhi Capitals","Rising Pune Supergiants","Rising Pune Supergiants","field","Feroz Shah Kotla",46.00,50.00,162,"Rising Pune Supergiants"
980967,"2016","Hyderabad","League","Sunrisers Hyderabad","Gujarat Lions","Sunrisers Hyderabad","field","Rajiv Gandhi International Stadium",48.35,43.33,163,"Sunrisers Hyderabad"
980969,"2016","Bangalore","League","Royal Challengers Bengaluru","Rising Pune Supergiants","Royal Challengers Bengaluru","field","M Chinnaswamy Stadium",48.81,50.00,173,"Royal Challengers Bengaluru"
980971,"2016","Chandigarh","League","Punjab Kings","Delhi Capitals","Delhi Capitals","field","Punjab Cricket Association IS Bindra Stadium",45.53,46.00,168,"Punjab Kings"
980973,"2016","Visakhapatnam","League","Mumbai Indians","Sunrisers Hyderabad","Mumbai Indians","field","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",55.17,48.35,167,"Sunrisers Hyderabad"
980975,"2016","Kolkata","League","Kolkata Knight Riders","Gujarat Lions","Gujarat Lions","field","Eden Gardens",52.19,43.33,166,"Gujarat Lions"
